관광지명,주소,공공편익시설정보,주차가능수,소개,관리기관전화번호,위도,경도
궁산땅굴역사전시관,서울특별시 강서구 양천로49길 106,없음,0,,02-2600-6552,37.57266746,126.8383649
허가바위,서울특별시 강서구 허준로5길 15,없음,0,,02-2600-6080,37.56983571,126.8500301
삼척해수욕장,강원도 삼척시 수로부인길 453,관리사무소+주차장+광장+화장실(2동)+샤워장,1400,,033-570-3547,37.47034344,129.1647024
맹방관광지,강원도 삼척시 근덕면 상맹방길 30-80,관리사무소+주차장+화장실(1동),500,,033-570-3547,37.39591618,129.2207941
사계고택,충청남도 계룡시 두마면 사계로 122-4,관리사무소+화장실(1동)+주차장,10,,042-840-2402,36.265691,127.271724
모원재,충청남도 계룡시 두마면 왕대2길6-10,화장실(1동)+주차장,35,,042-840-2402,36.254886,127.2732752845
염선재,충청남도 계룡시 사계로 5-16(금암동),주차장,2,,042-840-2402,36.2693923,127.261851
영도관광안내센터,부산광역시 영도구 봉래나루로 79,화장실+주차장,2,,051-419-4048,35.09454127,129.0387847
허준근린공원,서울특별시 강서구 허준로5길 42,화장실+주차장,10,,02-2600-4185,37.56759867,126.8537291
양천향교,서울특별시 강서구 양천로47나길 53,화장실,0,,02-2659-0076,37.572863,126.839905
약사사,서울특별시 강서구 금낭화로17길 261,화장실+주차장,50,,02-2664-2550,37.58312625,126.8050072
마니산 국민관광지,인천광역시 강화군 화도면 마니산로675번길 18,관리사무소(2동)+분리수거장(2동)+창고(2동)+석교(7동)+목교(3동)+담수보(6동)+배수지(2동)+화장실(12동)+주차장(11개소)+매표소+정수장+물탱크(5동)+정화시설+샤워실,1293,,032-930-7068,37.63245827,126.4237957
간월도관광지,충청남도 서산시 부석면 간월도리 산33 일원,"화장실, 주차장",139,,041-660-2373,36.60625263,126.4177537
서산류방택천문기상과학관,충청남도 서산시 인지면 무학로 1353-4,"사무실, 화장실, 주차장",25,,041-661-8009,36.72735767,126.4131464
서산버드랜드,충청남도 서산시 부석면 천수만로 655-73,"화장실(5동), 주차장, 안내소(4개소)",200,,041-661-8046,36.62951253,126.378389
용현자연휴양림,충청남도 서산시 운산면 마애삼존불길 339,"관리사무소, 화장실, 주차장",98,,041-664-1978,36.7518805,126.6076383
해미읍성,충청남도 서산시 해미면 남문2로 143,"사무실, 화장실, 주차장",24000,,041-661-8003,36.71355717,126.5503842
고석정,강원도 철원군 동송읍 태봉로 1825,"시설물관리사업소, 주차장, 화장실, 매표소, 오수처리장, 도로 및 광장, 임꺽정상, 분수대관광정보센터, 관광안내소",628,,033-450-5534,38.18542141,127.2874037
직탕,강원도 철원군 갈말읍 직탕길 32,"도로, 주차장, 화장실, 산책로, 자전거도로, 오수처리장, 관리사무소",192,,033-450-5534,38.2069247,127.2690548
오-월드,대전광역시 중구 사정공원로 70(사정동),"유모차대여소, 수유실, 의무실, 고객지원센터, 물품보관소",1545,,042-580-4820,36.28749924,127.3985039
뿌리공원,대전광역시 중구 뿌리공원로 79(침산동),"관광안내소, 수유실",447,,042-288-8301,36.28538043,127.3883000376
아쿠아리움,대전광역시 중구 보문산공원로 469(대사동),"휠체어, 유모차대여소, 보관소, 수유실, 고객지원센터",300,,042-226-2100,36.31005741,127.4209439
소요산관광지,경기도 동두천시 평화로2910번길 145,관리사무소+주차장+화장실,500,,031-860-2065,37.94652177,127.0693409
진하해수욕장,울산광역시 울주군 서생면 진하길 7,샤워실+화장실,300,,052-204-0353,35.3855388,129.3415755
영남알프스 복합웰컴센터,울산광역시 울주군 상북면 알프스온천5길 103-8,샤워실+화장실+주차장,250,,052-204-2931,35.55645417,129.0679842
외고산옹기마을,울산광역시 울주군 온양읍 외고산 3길 36,화장실+안내소,500,,052-204-0334,35.435094,129.2795067
울주 대곡리 반구대 암각화,울산광역시 울주군 언양읍 반구대안길 285,암각화박물관+주차장,200,,052-254-5724,35.60863087,129.172957
작괘천,울산광역시 울주군 상북면 등억알프스리 18-2,샤워실+급수대+화장실,2000,,052-204-2343,35.563321,129.061043
평택호관광단지,경기도 평택시 현덕면 평택호길 48,관리사무소+화장실(6동)+주차장(5개소) 등,724,,031-8024-8687,36.9148246,126.912951
무이예술관,강원도 평창군 봉평면 사리평길 233,화장실,5,,033-330-2746,37.61527594,128.348787
회상나루관광지,경상북도 상주시 중동면 갱다불길 97,관리사무소+주차장+화장실(2동)+상하수도,159,,054-537-7126,36.44187503,128.2657793
한탄강관광지,경기도 연천군 전곡읍 선사로 76,관리사무소+화장실+주차장,392,,031-839-2061,38.00887564,127.0588604
연천세계캠핑체험존 - 펜션,경기도 연천군 전곡읍 선사로 123,관리사무소+화장실+주차장,12,,031-835-7100,38.00737481,127.0621336
연천세계캠핑체험존 - 야영장,경기도 연천군 전곡읍 선사로 123,관리사무소+화장실+주차장+샤워실+세척실,25,,031-835-7100,38.00737481,127.0621336
연천재인폭포오토캠핑장,경기도 연천군 연천읍 현문로508번길 140,관리사무소+화장실+샤워장놀이터+수영장+농구장+족구장+야외무대+파크골프장+공원+카트레이싱장,140,,031-834-7271,38.06449679,127.1274965
푸른길공원,광주광역시 남구 주월동 434-2,주차장+화장실+관광안내소,50,,062-674-5877,35.12748017,126.8964923
운암제,광주광역시 북구 운암동 1181-76,주차장,10,,062-510-1225,35.18259552,126.8817752
속초해수욕장,강원도 속초시 해오름로 186(조양동),관리사무소+샤워탈의장+공중화장실+도로+주차장,550,,033-639-2544,38.1901471197,128.6035309974
척산온천,강원도 속초시 관광로 327(노학동),도로+주차장,350,,033-639-2544,38.190269,128.5407013430
설악한화리조트,강원도 속초시 미시령로2983번길 111(장사동),주차장+배수지+변전소+도로,2000,,033-639-2544,38.2103002728,128.5287215597
맹종죽테마공원,경상남도 거제시 하청면 거제북로 700,화장실,20,,055-637-0067,34.967708,128.650512
거제박물관,경상남도 거제시 거제대로 3791(옥포동),화장실,10,,055-687-6790,34.894071,128.686203
거제시농업개발원,경상남도 거제시 거제면 거제남서로 3577,화장실,50,,055-639-6421,34.856464,128.579187
거제요트학교,경상남도 거제시 일운면 지세포해안로 41,화장실,25,,055-682-1100,34.833694,128.701885
거제자연휴양림,경상남도 거제시 동부면 거제중앙로 325,화장실+ 샤워장+ 취사장,50,,055-639-8115,34.785699,128.625943
계도어촌체험마을,경상남도 거제시 사등면 가조로 837,화장실+ 샤워장+ 취사장,10,,055-632-2515,34.974872,128.517512
다대어촌체험마을,경상남도 거제시 남부면 다대5길 11,화장실+ 샤워장+ 취사장,10,,055-632-7506,34.73449995,128.630513
도장포어촌체험마을,경상남도 거제시 남부면 도장포1길 76,화장실+ 샤워장+ 취사장,78,,055-638-2202,34.743449,128.662475
절물자연휴양림,제주특별자치도 제주시 명림로 584(봉개동),관리사무실 1동(매표소)+방문자센터(전시실. 영상상영관)+물품보관실+공중화장실 2동+연못 2개소+어린이놀이터 3개소+주차시설(7.212㎡) 등,238,,064-728-1510,33.4400488067,126.6252034012
노루생태관찰원,제주특별자치도 제주시 명림로 520(봉개동),사무실 전시실+상시관찰원+사육동+관찰로+어린이놀이시설+파고라 등,92,,064-728-3611,33.4443253,126.6266934
제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60(오등동),4D입체영상관. 천체투영실 천체관측실 전시실,100,,064-728-8900,33.4445529,126.5491863413
무주 덕유산 리조트,전라북도 무주군 설천면 만선로 185,화장실+주차장,10000,,063-320-2547,35.889797,127.731389
벽계야영장,경상남도 의령군 궁류면 벽계로 201,화장실+주차장+전기시설+통신시설+물놀이장+공연장,90,,055-570-2512,35.42604967,128.2080942
소래포구,인천광역시 남동구 포구로 2-9(논현동),화장실,0,,032-453-2140,37.3988308,126.7403795
소래습지생태공원,인천광역시 남동구 소래로 154번길 77(논현동),화장실+주차장,100,,032-453-2140,37.40736572,126.7463366
소래철교,인천광역시 남동구 포구로 2-9(논현동),전기시설,0,,032-453-2140,37.3988308,126.7403795
장도포대지,인천광역시 남동구 논현동 111-13,전기시설,0,,032-453-2140,37.39790186,126.7382687
소래역사관,인천광역시 남동구 아암대로 1605(논현동),화장실,0,,032-453-2140,37.39816347,126.7375992
우장춘기념관,부산광역시 동래구 우장춘로62번길 7(온천동),화장실,2,,051-550-6602,35.213515,129.0720181
장영실과학동산,부산광역시 동래구 동래역사관길 18(복천동),화장실(2동),50,,051-550-6604,35.20916308,129.0896688
풍암생활체육공원,광주광역시 서구 풍암동 30,주차장+화장실+운동시설,50,,062-360-7512,35.1308135,126.8834659
박차정의사생가,부산광역시 동래구 명륜로 98번길 129-10(칠산동),없음,0,,051-860-7880,35.20169645,129.090397
금강공원,부산광역시 동래구 우장춘로 155 (온천동),관리사무소+화장실+주차장,216,,051-860-7880,35.21962513,129.075758
허심청,부산광역시 동래구 온천장로107번길 32 (온천동),안내데스크+화장실+주차장,200,,051-550-2200,35.221157,129.0826889
복천박물관,부산광역시 동래구 복천로 63(복천동),안내데스크+화장실+주차장,30,,051-550-0311,35.20877662,129.0911741
충렬사,부산광역시 동래구 충렬대로 345,안내소+화장실(1동)+주차장,10,,051-523-4223,35.199577,129.0959922
해양자연사박물관,부산광역시 동래구 우장춘로 175 (온천동),안내소+화장실,0,,051-593-4944,35.2219498,129.075647
화암관광지,강원도 정선군 화암면 화암동굴길 12-13,도로주차장관리사무소화장실 등,500,,033-560-2145,37.35092374,128.7896216
아우라지 관광지,강원도 정선군 여량면 아우라지길 69,도로주차장관리사무소화장실 등,100,,033-560-2145,37.47574407,128.7243663
경천대관광지,경상북도 상주시 사벌국면 경천로 652,관리사무소+주차장+화장실(5동)+관광안내센터+상하수도,213,,054-537-7127,36.45722382,128.2478641
고싸움놀이테마공원,광주광역시 남구 고싸움로 2,화장실+주차장,200,,062-374-3839,35.06974381,126.8375167
광주광역시김치타운,광주광역시 남구 김치로 60,화장실+주차장,50,,062-613-8223,35.10966818,126.8666534
사직공원전망타워,광주광역시 남구 사직길 49 (사동),주차장+화장실+관광안내소,50,,062-613-6467,35.14189575,126.9118559
자연관광 광주광역시사직공원,광주광역시 남구 사직길 49 (사동),화장실+주차장,15,,062-675-3280,35.14189575,126.9118559
물빛근린공원,광주광역시 남구 효우로 107,화장실,0,,062-607-3814,35.10379015,126.9038526
영산강문화관,광주광역시 남구 승촌보길 90,화장실+주차장+관광안내소,100,,061-335-0866,35.06581966,126.761073
송산근린공원,광주광역시 광산구 박호동 576,화장실,0,,062-960-8711,35.16418346,126.7372941
광주광역시공원,광주광역시 남구 중앙로107번길 15,화장실+주차장,50,,062-613-6463,35.14707323,126.9100957
펭귄마을,광주광역시 남구 천변좌로 446번길 7,주차장+화장실+관광안내소,0,,062-607-4502,35.1400765,126.917036
빛고을농촌테마공원,광주광역시 남구 포충로 966-15,화장실+주차장,50,,062-607-3851,35.08429468,126.8679857
동명동동리단길,광주광역시 동구 동명동 143-30,주차장,0,,062-223-0066,35.14835833,126.926339
양산제(양산호수공원),광주광역시 북구 하서로 311,화장실,0,,062-510-1225,35.20276943,126.8736492
증심사,광주광역시 동구 증심사길 177,주차장+화장실+관광안내소,448,,062-226-0107,35.12884453,126.9700905
어린이문화원,광주광역시 동구 남동 4-8,화장실+주차장+관광안내소+매표소,0,,1899-5566,35.146915,126.920194
포충사,광주광역시 남구 포충로 767 (원산동),주차장+화장실,0,,062-613-3461,35.08945325,126.8484326
하정웅미술관,광주광역시 서구 상무대로 1165,화장실+주차장,0,,062-613-5390,35.15498216,126.8884415
광주광역시시립미술관,광주광역시 북구 하서로 52,화장실+주차장,0,,062-613-7100,35.18323305,126.8857358
수완호수공원,광주광역시 광산구 장신로82번길 57,화장실,0,,062-672-0660,35.18794733,126.8202489
국립아시아문화전당,광주광역시 동구 문화전당로 38,화장실+주차장+관광안내소+매표소,1000,,1899-5566,35.14691559,126.9199945
전통문화관,광주광역시 동구 의재로 222,주차장+화장실+관광안내소,24,,062-232-1502,35.1334851,126.9514045
광주광역시지산유원지,광주광역시 동구 지호로164번길 14-10,화장실+주차장,62,,062-221-2760,35.14875974,126.9468348
국립5.18민주묘지,광주광역시 북구 민주로 200,주차장+화장실+관광안내소,1000,,062-268-0158,35.23576619,126.9392544
5.18추모관,광주광역시 북구 민주로 200,화장실+주차장,100,,062-266-3599,35.23576619,126.9392544
광주광역시문화예술회관,광주광역시 북구 북문대로 60,화장실+주차장+매표소,200,,062-613-8364,35.178205,126.881993
광주광역시기아챔피언스필드,광주광역시 북구 서림로 10,주차장+화장실,1115,,070-7686-8000,35.16942496,126.8888055
광주광역시민속박물관,광주광역시 북구 서하로 48-25,화장실+주차장,20,,062-613-5337,35.18441617,126.8884364
전남대학교박물관,광주광역시 북구 용봉로 77,화장실+주차장,1000,,062-530-5114,35.17388133,126.911182
우치공원 동물원,광주광역시 북구 우치로 677,화장실+주차장+매표소,1172,,062-607-8000,35.22431388,126.8942421
녹색에너지체험관 광주광역시전남지역본부,광주광역시 북구 첨단과기로 123,화장실+주차장,100,,062-602-0001,35.22687915,126.8429479
광주광역시시민의숲,광주광역시 북구 추암로 190,화장실+주차장,40,,062-971-6467,35.23301946,126.8663369
광주광역시호호수생태원,광주광역시 북구 충효샘길 7,화장실+주차장+관광안내소,50,,062-613-7891,35.18421895,127.0011214
무등산풍암정,광주광역시 북구 풍암제길 117,화장실+관광안내소,0,,062-227-1187,35.16047529,126.9932106
중외공원 산책로,광주광역시 북구 하서로 50,화장실+주차장,50,,062-613-7124,35.18145609,126.8842789
광주광역시어린이대공원,광주광역시 북구 하서로 50,화장실+주차장,50,,062-613-5337,35.18145609,126.8842789
5.18자유공원,광주광역시 서구 치평동 1161-6,주차장+화장실+관광안내소,63,,062-376-5183,35.14939198,126.8396500015
전평제근린공원,광주광역시 서구 매월동 519-1,화장실+운동시설,100,,062-360-7512,35.11557813,126.8484198
을숙도 철새공원,부산광역시 사하구 낙동남로 1240(하단동),화장실,0,,051-209-2000,35.10449092,128.9459791
운천저수지,광주광역시 서구 쌍촌동 869-9,화장실,0,,062-360-7990,35.14717497,126.8562207
월봉서원,광주광역시 광산구 광곡길 133,화장실+주차장+관광안내소,20,,062-960-8255,35.235863,126.7451862
용진정사,광주광역시 광산구 왕동 3-4,화장실,20,,062-960-8114,35.19745908,126.7243872
황룡친수공원,광주광역시 광산구 선암동 241-31,화장실+주차장,50,,062-960-8114,35.14394537,126.774342
양산호수공원,광주광역시 북구 하서로 311,화장실,50,,062-510-1225,35.20276943,126.8736492
달맞이동산지구,부산광역시 해운대구 달맞이길 190,공중화장실 2동+관리사무소 1동+광장+도로+주차장,76,,051-749-4081,35.15768146,129.1825429
용문산 관광지,경기도 양평군 용문면 용문산로641,관리사무소+관광안내소+ 주차장+ 공중화장실,807,,031-770-2491,37.54529617,127.583066
두물머리,경기도 양평군 양서면 두물머리길 145,관리사무소+주차장+ 공중화장실,567,,031-770-2568,37.53362262,127.3174715
세미원,경기도 양평군 양서면 양수로 93,관리사무소+주차장+ 공중화장실,567,,031-770-2568,37.54093866,127.3239608
쉬자파크,경기도 양평군 양평읍 쉬자파크길 193,관리사무소+주차장+ 공중화장실,85,,031-770-2417,37.51122354,127.5331978
당항포관광지,경상남도 고성군 회화면 당항만로 1116,관리사무소+매표소(게이트)+화장실+샤워장+취사장+주차장+오수처리장,1572,,055-670-4501,35.0532261508,128.3920276219
장성호관광지,전라남도 장성군 북하면 백양로 591-4,관리사무소+화장실+주차장,200,,061-390-7252,35.41373254,126.8508186
홍길동테마파크,전라남도 장성군 황룡면 홍길동로 431,관리사무소+화장실+주차장,200,,061-390-8580,35.31862071,126.7265578
용호 Sea-Side 관광지,부산광역시 남구 용호동 산 205번지,주차장 969대,969,,051-607-4045,35.101225,129.120361
진주성,경상남도 진주시 남강로 626(본성동),진주성관리사업소+주차장+진주관광안내소+관광통역안내소+화장실,37,,055-749-5171,35.19043229,128.0802214
진양호,경상남도 진주시 남강로1번길 130(판문동),주차장+관광안내도+화장실,400,,055-749-5933,35.17660992,128.0362677
경상남도 수목원,경상남도 진주시 이반성면 수목원로 386,주자창+안내소+화장실+사업소,304,,055-254-3811,35.15719862,128.2957346
몰운대,부산광역시 사하구 몰운대1길 14(다대동),화장실,0,,051-220-4082,35.04638172,128.9680068
다대포 꿈의 낙조분수,부산광역시 사하구 몰운대1길 14(다대동),화장실,0,,051-220-5891,35.04638172,128.9680068
다대포해수욕장,부산광역시 사하구 몰운대1길 14(다대동),화장실,0,,051-220-4161,35.04638172,128.9680068
낙동강하구아미산전망대,부산광역시 사하구 다대낙조2길 77(다대동),화장실,0,,051-265-6863,35.05276243,128.9607468
을숙도 생태공원,부산광역시 사하구 낙동남로1233번길 25(하단동),화장실,0,,051-209-2000,35.11008837,128.9449571
감천문화마을,부산광역시 사하구 감내2로 203(감천동),화장실,0,,051-220-5922,35.09748815,129.0106077
서포리관광지,인천광역시 옹진군 덕적면 덕적남로606번길 3,"관리사무소,오수처리장, 샤워장,도로,주차장, 화장실",20,,032-899-2212,37.2232919,126.1169337
보은 삼년산성,충청북도 보은군 보은읍 성주1길 104,화장실+해설사의 집,50,,043-540-3408,36.48993999,127.7417752
보은 우당고택,충청북도 보은군 장안면 개안길 10-2,화장실+해설사의 집,10,,043-540-3393,36.46857583,127.7906134
속리산 법주사,충청북도 보은군 속리산면 법주사로 379,화장실+해설사의 집,150,,043-540-3393,36.53993659,127.8306346
동학농민혁명기념공원,충청북도 보은군 보은읍 동학로 236-22,화장실+해설사의 집,30,,043-540-3393,36.51567136,127.7591951
대천해수욕장,충청남도 보령시 머드로 123,화장실+샤워장+급수대+관광안내소+주차장+야영장,3209,,041-930-6810,36.31554012,126.5108563
무창포해수욕장,충청남도 보령시 웅천읍 열린바다1길 10,화장실+샤워장+급수대+관광안내소+주차장+야영장,647,,041-930-6802,36.24457737,126.5365426
간현관광지,강원도 원주시 지정면 소금산길 26,관리사무소+주차장+화장실+샤워장,268,,033-737-4765,37.36489327,127.832544
표충비,경상남도 밀양시 무안면 동부동안길4,화장실,50,,055-359-5639,35.471582,128.6520376
작원관지,경상남도 밀양시 삼랑진읍 검세리 135,화장실,50,,055-359-5639,35.3985485166,128.8665324986
예림서원,경상남도 밀양시 부북면 예림서원로128,화장실,50,,055-359-5639,35.46605971,128.7299691
밀양향교,경상남도 밀양시 밀양향교3길 19 (교동),화장실,50,,055-359-5639,35.50660573,128.7545381
밀양관아,경상남도 밀양시 중앙로348,화장실,50,,055-359-5639,35.49429512,128.754331
밀양영남루,경상남도 밀양시 중앙로324,화장실,50,,055-359-5639,35.49154522,128.755608
만어사,경상남도 밀양시 삼랑진읍 만어로776,화장실,50,,055-359-5639,35.454932,128.846222
쌍암공원,광주광역시 광산구 첨단중앙로182번길 39,화장실+주차장,50,,062-960-8114,35.22222807,126.8442514
대인예술시장,광주광역시 동구 독립로 284-2,화장실+주차장,200,,062-223-3001,35.15612043,126.9128901
상무시민공원,광주광역시 서구 치평동 1162,화장실+주차장,50,,062-360-7513,35.15422831,126.8420517
광주광역시월드컵경기장,광주광역시 서구 금화로 240,주차장+화장실,1000,,062-604-2002,35.13364608,126.874879
평화공원,광주광역시 서구 내방로 102,화장실+주차장,300,,062-365-4114,35.15654724,126.8516022
표충사,경상남도 밀양시 단장면 표충로1338,화장실,200,,055-359-5639,35.532294,128.959045
"목포근대역사관 1관 (구, 일본영사관)",목포시 영산로 29번길 6,화장실,0,,061-242-0340,34.7876957778,126.3817941784
"목포근대역사관 2관 (구,동양척식주식회사)",목포시 번화로 18,"화장실.주차장,여행자쉼터",30,,061-270-8728,34.7859637376,126.3814912397
성옥기념관,목포시 영산로 11,"화장실, 주차장, 라운지",10,,061-244-2527,34.7869857572,126.3798645070
구 동본원사 목포별원,목포시 영산로 75번길 5,주차장,45,,061-245-8832,34.7897003158,126.3842863497
유달산,목포시 유달로 180,"화장실,주차장,관광안내소",2000,,061-270-8359,34.7914299321,126.3759182609
서산동 시화골목,목포시 해안로127번길 14-2,"화장실, 주차장, 여행자쉼터",40,,061-270-8598,34.7817451946,126.3773176322
연희네슈퍼(영화 1987 촬영지),목포시 해안로127번길 14-2,"화장실, 주차장, 여행자쉼터",40,,061-270-8598,34.7817451946,126.3773176322
춤추는 바다분수,목포시 평화로 82,"화장실, 주차장, 관광안내소",80,,061-270-8580,34.7966621284,126.4337908816
목포해상케이블카,목포시 해양대학로 240,"화장실, 주차장, 매표소,관광안내소, 기념품판매점, 푸드코트",848,,061-244-2600,34.7994017882,126.3700238930
삼학도크루즈,목포시 삼학로 92번길 104,"화장실, 주차장, 매표소, 휴게실",100,,061-245-3222,34.7810157076,126.3879310309
김대중노벨평화상기념관,목포시 삼학로 92번길 68,"화장실, 주차장, 기념품판매점",10,,061-245-5660,34.7828517737,126.3922505599
목포자연사박물관,목포시 남농로 135,"화장실, 주차장, 기념품판매점",450,,061-274-3655,34.7939106668,126.4225029615
갓바위,목포시 남농로 135,공중화장실,60,,061-273-0536,34.7921900744,126.4257403548
부석사관광지,경상북도 영주시 부석면 부석사로 298,관광안내소+광장+화장실+보행자도로 등,540,,054-639-6617,36.99435088,128.6797054
인천가스과학관,인천광역시 연수구 인천신항대로960,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,100,,032-822-4492,37.35281836,126.6121219
인천상륙작전기념관,인천광역시 연수구 청량로160번길 26,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,50,,032-832-0915,37.42070925,126.6531798
컴팩스마트시티,인천광역시 연수구 인천타워대로 238,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,70,,032-850-6000,37.39281227,126.6358879
가천박물관,인천광역시 연수구 청량로102번길 40-9,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,21,,032-833-4747,37.41847997,126.6576026
율포해수욕장,전라남도 보성군 회천면 우암길 24,관광안내소+화장실+샤워실+주차장,100,,061-850-5448,34.6700298,127.0890226
레인보우힐링관광지,충청북도 영동군 영동읍 매천리 산 35-1,"영동와인터널, 와인연구소, 과일나라테마공원, 웰니스단지, 문화예술회관, 광장, 콘도, 연수원, 상가시설 등",450,,043-740-3523,36.1563534107,127.7865136910
송호관광지,충청북도 영동군 양산면 송호로 105,관리사무소+주차장+화장실+음수대,310,,043-740-3228,36.12969079,127.676367
오월드,대전광역시 중구 사정공원로 70,Y,1913,,042-580-4820,36.28749807,127.3985061
뿌리공원,대전광역시 중구 뿌리공원로 79,Y,447,,042-228-8310,36.28537962,127.3883000376
엑스포과학공원,대전광역시 유성구 대덕대로 480,Y,200,,042-250-1111,36.37662561,127.3871992
한밭수목원,대전광역시 서구 둔산대로 169,Y,465,,042-270-8464,36.36646857,127.3880154
계족산황톳길,대전광역시 대덕구 장동로 59,Y,25,,042-623-9909,36.40406651,127.4297932
대청호반,대전광역시 대덕구 대청로 607,Y,0,,042-930-7240,36.47362538,127.4735679
장태산휴양림,대전광역시 서구 장안로 461,Y,472,,042-270-7883,36.21596913,127.3412778
대전둘레산길,대전광역시 중구 보문산공원로 440,Y,0,,042-270-5583,36.30879672,127.4231236
동춘당,대전광역시 대덕구 동춘당로 80,Y,30,,042-607-6575,36.36537889,127.4412933
대전문화예술단지,대전광역시 서구 둔산대로 169,Y,751,,042-270-8333,36.366496,127.3880154
으능정이문화의거리,대전광역시 중구 중앙로 170,Y,355,,042-252-7100,36.32934665,127.428337
유성온천,대전광역시 유성구 계룡로60,Y,0,,042-611-2114,36.3547298,127.3375865
유니온파크,경기도 하남시 미사대로 710,도로+주차장+관리사무소+화장실,237,,031-790-6255,37.54654783,127.2205032
광주향교,경기도 하남시 대성로 126-13,공중화장실,45,,031-790-6145,37.52207622,127.1984175
이성산성,경기도 하남시 춘궁동 산 36,주차장+화장실+공원,35,,031-790-6145,37.52530687,127.1847777
팔공산 하늘정원,경상북도 군위군 부계면 동산리 산 74-18,"정자, 탐방로",10,,054-380-7943,36.0238129761,128.6967605094
김수환 추기경 사랑과 나눔 공원,경상북도 군위군 군위읍 군위금성로 270,공원,20,,054-380-6064,36.2324488883,128.5996129470
사라온 이야기 마을,경상북도 군위군 군위읍 동서길 49,관리사무소+주차장,70,,054-380-7216,36.2361553599,128.5677327961
금정산,부산광역시 금정구 범어사로 250,금정구 홈페이지 참고,100,,051-519-4081,35.2830426366,129.0676207876
범어사,부산광역시 금정구 범어사로 250,금정구 홈페이지 참고,100,,051-519-4081,35.28304308,129.0676212
회동수원지,부산광역시 금정구 오륜대로258,금정구 홈페이지 참고,20,,051-519-4081,35.24707332,129.115753
서동미로시장,부산광역시 금정구 서동로141번길 16,금정구 홈페이지 참고,20,,051-519-4081,35.21586987,129.102466
스포원파크,부산광역시 금정구 체육공원로399번길 324,금정구 홈페이지 참고,100,,051-519-4081,35.28912108,129.1070434
한국이슬람부산성원,부산광역시 금정구 금단로 113-13,금정구 홈페이지 참고,100,,051-519-4081,35.25998626,129.0922564
요산문학관,부산광역시 금정구 팔송로 60-6,금정구 홈페이지 참고,100,,051-519-4081,35.27236562,129.085732
오륜대한국순교자박물관,부산광역시 금정구 오륜대로 106-1,금정구 홈페이지 참고,100,,051-519-4081,35.24570172,129.1009016
부산대젊음의거리,부산광역시 금정구 장전온천천로 51,금정구 홈페이지 참고,100,,051-519-4081,35.229587,129.0888177
금정산성마을,부산광역시 금정구 산성로 452,금정구 홈페이지 참고,100,,051-519-4081,35.250339,129.0561338
삽교호관광지,충청남도 당진시 신평면 삽교천3길 100,"공중화장실, 테마과학관, 근린공원",728,,041-350-3601,36.88890544,126.8247541
왜목마을관광지,충청남도 당진시 석문면 왜목길 15-5,"공중화장실, 공연장, 전망대",150,,041-350-3601,37.04493276,126.5246154
난지섬관광지,충청남도 당진시 석문면 난지1길 67,"공중화장실, 공연장, 전망대",150,,041-350-3601,37.047036,126.4242087
유당공원,전라남도 광양시 광양읍 백운로 14,주차장,1000,,061-797-4979,34.97010442,127.5924243
서천무지개분수대,전라남도 광양시 광양읍 칠성리 729,"주차장, 화장실",1000,,061-797-4979,34.9735109015,127.5756853563
장도전수관,전라남도 광양시 광양읍 매천로 771,"화장실, 주차장, 기념품 판매소",1000,,061-763-0510,34.97705608,127.5805515
도립미술관,전라남도 광양시 순광로 680-4,"화장실, 주차장, 기념품 판매소",1000,,061-797-2227,34.96887104,127.5903033
광양와인동굴,전라남도 광양시 광양읍 강정길 33,"화장실, 주차장, 기념품, 특산품 판매소, 매표소",1000,,061-794-7788,34.96130264,127.6085909
광양역사문화관,전라남도 광양시 광양읍 매천로 829,"화장실, 주차장",1000,,061-797-1985,34.9757671,127.5859802
사라실 라벤더 단지,전라남도 광양시 주암면 문길리 산 20-2,"화장실, 주차장, 기념품 판매소, 매표소",1000,,061-762-0723,35.04162939,127.270748
사라실 예술촌,전라남도 광양시 사곡로 201,"화장실, 주차장",1000,,061-797-2734,34.962211,127.626222
광양 마로산성,전라남도 광양시 사곡리 산 254,"화장실, 주차장",1000,,061-797-2418,34.966742,127.619496
광양 궁시장,전라남도 광양시 광양읍 구산리 716,"화장실, 궁시 체험장",1000,,061-763-1154,34.98778794,127.5865036
매천황현생가,전라남도 광양시 봉강면 서석길 14-3,화장실,1000,,061-797-2418,34.99341564,127.561707
해달별천문대,전라남도 광양시 봉강면 하조길 91-20,"화장실, 천문대",1000,,061-762-5393,35.07478024,127.5540516
백운산자연휴양림,전라남도 광양시 옥룡면 백계로 33,"화장실, 주차장, 매표소, 매점",1000,,061-797-4705,35.05645795,127.5976491
광양 옥룡사지,전라남도 광양시 옥룡면 추산리 산 35-1,"화장실, 주차장",1000,,061-797-2418,35.0470172106,127.6085305038
국사봉랜드,전라남도 광양시 옥곡면 대치로 433,"화장실, 주차장, 매점, 매표소",1000,,061-794-8724,35.00642478,127.6525399
기독교선교100주년기념관,전라남도 광양시 진상면 성지로 399,"주차장, 화장실",1000,,061-772-7441,35.04305027,127.6604508
